trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
191,07:05:00,07:05:00,2236550,4,,0,,,,20399.5550116648,1
191,07:06:00,07:06:00,362198,5,,0,,,,21203.8672781603,1
191,07:13:00,07:13:00,362200,6,,0,,,,24245.7001860174,1
192,07:27:00,07:27:00,6918110,0,,0,,,,0,1
192,07:37:00,07:37:00,350007,1,,0,,,,6050.8424316489,1
192,07:44:00,07:44:00,350010,2,,0,,,,7960.82350254623,1
192,07:46:00,07:46:00,349823,3,,0,,,,9448.82376738893,1
192,07:51:00,07:51:00,350226,4,,0,,,,11770.0384428701,1
192,07:56:00,07:56:00,359439,5,,0,,,,13346.8892229532,1
192,08:10:00,08:10:00,351095,6,,0,,,,15004.0198881163,1
192,08:13:00,08:13:00,362196,7,,0,,,,16198.4690754111,1
192,08:15:00,08:15:00,358569,8,,0,,,,17053.4567723014,1
192,08:20:00,08:20:00,350074,9,,0,,,,18573.7341157026,0
192,08:25:00,08:25:00,2236550,10,,0,,,,20399.5550116648,1
192,08:26:00,08:26:00,362198,11,,0,,,,21203.8672781603,1
192,08:33:00,08:33:00,362200,12,,0,,,,24245.7001860174,1
193,08:47:00,08:47:00,6918110,0,,0,,,,0,1
193,08:57:00,08:57:00,350007,1,,0,,,,6050.8424316489,1
193,09:04:00,09:04:00,350010,2,,0,,,,7960.82350254623,1
193,09:06:00,09:06:00,349823,3,,0,,,,9448.82376738893,1
193,09:11:00,09:11:00,350226,4,,0,,,,11770.0384428701,1
193,09:16:00,09:16:00,359439,5,,0,,,,13346.8892229532,1
193,09:30:00,09:30:00,351095,6,,0,,,,15004.0198881163,1
193,09:33:00,09:33:00,362196,7,,0,,,,16198.4690754111,1
193,09:35:00,09:35:00,358569,8,,0,,,,17053.4567723014,1
193,09:40:00,09:40:00,350074,9,,0,,,,18573.7341157026,0
193,09:45:00,09:45:00,2236550,10,,0,,,,20399.5550116648,1
193,09:46:00,09:46:00,362198,11,,0,,,,21203.8672781603,1
193,09:53:00,09:53:00,362200,12,,0,,,,24245.7001860174,1
194,10:07:00,10:07:00,6918110,0,,0,,,,0,1
194,10:17:00,10:17:00,350007,1,,0,,,,6050.8424316489,1
194,10:24:00,10:24:00,350010,2,,0,,,,7960.82350254623,1
194,10:26:00,10:26:00,349823,3,,0,,,,9448.82376738893,1
194,10:31:00,10:31:00,350226,4,,0,,,,11770.0384428701,1
194,10:36:00,10:36:00,359439,5,,0,,,,13346.8892229532,1
194,10:50:00,10:50:00,351095,6,,0,,,,15004.0198881163,1
194,10:53:00,10:53:00,362196,7,,0,,,,16198.4690754111,1
194,10:55:00,10:55:00,358569,8,,0,,,,17053.4567723014,1
194,11:00:00,11:00:00,350074,9,,0,,,,18573.7341157026,0
194,11:05:00,11:05:00,2236550,10,,0,,,,20399.5550116648,1
194,11:06:00,11:06:00,362198,11,,0,,,,21203.8672781603,1
194,11:13:00,11:13:00,362200,12,,0,,,,24245.7001860174,1
195,11:27:00,11:27:00,6918110,0,,0,,,,0,1
195,11:37:00,11:37:00,350007,1,,0,,,,6050.8424316489,1
195,11:44:00,11:44:00,350010,2,,0,,,,7960.82350254623,1
195,11:46:00,11:46:00,349823,3,,0,,,,9448.82376738893,1
195,11:51:00,11:51:00,350226,4,,0,,,,11770.0384428701,1
195,11:56:00,11:56:00,359439,5,,0,,,,13346.8892229532,1
195,12:10:00,12:10:00,351095,6,,0,,,,15004.0198881163,1
195,12:13:00,12:13:00,362196,7,,0,,,,16198.4690754111,1
195,12:15:00,12:15:00,358569,8,,0,,,,17053.4567723014,1
195,12:20:00,12:20:00,350074,9,,0,,,,18573.7341157026,0
195,12:25:00,12:25:00,2236550,10,,0,,,,20399.5550116648,1
195,12:26:00,12:26:00,362198,11,,0,,,,21203.8672781603,1
195,12:33:00,12:33:00,362200,12,,0,,,,24245.7001860174,1
196,12:47:00,12:47:00,6918110,0,,0,,,,0,1
196,12:57:00,12:57:00,350007,1,,0,,,,6050.8424316489,1
196,13:04:00,13:04:00,350010,2,,0,,,,7960.82350254623,1
196,13:06:00,13:06:00,349823,3,,0,,,,9448.82376738893,1
196,13:11:00,13:11:00,350226,4,,0,,,,11770.0384428701,1
196,13:16:00,13:16:00,359439,5,,0,,,,13346.8892229532,1
196,13:30:00,13:30:00,351095,6,,0,,,,15004.0198881163,1
196,13:33:00,13:33:00,362196,7,,0,,,,16198.4690754111,1
196,13:35:00,13:35:00,358569,8,,0,,,,17053.4567723014,1
196,13:40:00,13:40:00,350074,9,,0,,,,18573.7341157026,0
196,13:45:00,13:45:00,2236550,10,,0,,,,20399.5550116648,1
196,13:46:00,13:46:00,362198,11,,0,,,,21203.8672781603,1
196,13:53:00,13:53:00,362200,12,,0,,,,24245.7001860174,1
197,14:07:00,14:07:00,6918110,0,,0,,,,0,1
197,14:17:00,14:17:00,350007,1,,0,,,,6050.8424316489,1
197,14:24:00,14:24:00,350010,2,,0,,,,7960.82350254623,1
197,14:26:00,14:26:00,349823,3,,0,,,,9448.82376738893,1
197,14:31:00,14:31:00,350226,4,,0,,,,11770.0384428701,1
197,14:36:00,14:36:00,359439,5,,0,,,,13346.8892229532,1
197,14:50:00,14:50:00,351095,6,,0,,,,15004.0198881163,1
197,14:53:00,14:53:00,362196,7,,0,,,,16198.4690754111,1
197,14:55:00,14:55:00,358569,8,,0,,,,17053.4567723014,1
197,15:00:00,15:00:00,350074,9,,0,,,,18573.7341157026,0
197,15:05:00,15:05:00,2236550,10,,0,,,,20399.5550116648,1
197,15:06:00,15:06:00,362198,11,,0,,,,21203.8672781603,1
197,15:13:00,15:13:00,362200,12,,0,,,,24245.7001860174,1
198,15:27:00,15:27:00,6918110,0,,0,,,,0,1
198,15:37:00,15:37:00,350007,1,,0,,,,6050.8424316489,1
198,15:44:00,15:44:00,350010,2,,0,,,,7960.82350254623,1
198,15:46:00,15:46:00,349823,3,,0,,,,9448.82376738893,1
198,15:51:00,15:51:00,350226,4,,0,,,,11770.0384428701,1
198,15:56:00,15:56:00,359439,5,,0,,,,13346.8892229532,1
198,16:10:00,16:10:00,351095,6,,0,,,,15004.0198881163,1
198,16:13:00,16:13:00,362196,7,,0,,,,16198.4690754111,1
198,16:15:00,16:15:00,358569,8,,0,,,,17053.4567723014,1
198,16:20:00,16:20:00,350074,9,,0,,,,18573.7341157026,0
198,16:25:00,16:25:00,2236550,10,,0,,,,20399.5550116648,1
198,16:26:00,16:26:00,362198,11,,0,,,,21203.8672781603,1
198,16:33:00,16:33:00,362200,12,,0,,,,24245.7001860174,1
199,16:47:00,16:47:00,6918110,0,,0,,,,0,1
199,16:57:00,16:57:00,350007,1,,0,,,,6050.8424316489,1
199,17:04:00,17:04:00,350010,2,,0,,,,7960.82350254623,1
199,17:06:00,17:06:00,349823,3,,0,,,,9448.82376738893,1
199,17:11:00,17:11:00,350226,4,,0,,,,11770.0384428701,1
199,17:16:00,17:16:00,359439,5,,0,,,,13346.8892229532,1
199,17:30:00,17:30:00,351095,6,,0,,,,15004.0198881163,1
199,17:33:00,17:33:00,362196,7,,0,,,,16198.4690754111,1
199,17:35:00,17:35:00,358569,8,,0,,,,17053.4567723014,1
199,17:40:00,17:40:00,350074,9,,0,,,,18573.7341157026,0
199,17:45:00,17:45:00,2236550,10,,0,,,,20399.5550116648,1
199,17:46:00,17:46:00,362198,11,,0,,,,21203.8672781603,1
199,17:53:00,17:53:00,362200,12,,0,,,,24245.7001860174,1
2,06:30:00,06:30:00,358424,0,,0,,,,8.41303031514162,1
2,06:34:00,06:34:00,359119,1,,0,,,,1186.59241786596,1
2,06:41:00,06:41:00,475000,2,,0,,,,4521.10176333914,1
2,06:47:00,06:47:00,1355358,3,,0,,,,7768.80220891487,1
2,06:56:00,06:56:00,349823,4,,0,,,,10182.4846050251,1
2,07:01:00,07:01:00,350125,5,,0,,,,12678.3047182442,1
2,07:07:00,07:07:00,475003,6,,0,,,,14604.4842193026,0
2,07:15:00,07:15:00,474874,7,,0,,,,18099.200723863,1
2,07:19:00,07:19:00,351095,8,,0,,,,19186.1391351399,1
2,07:26:00,07:26:00,363327,9,,0,,,,21812.4500586889,1
2,07:33:00,07:33:00,359551,10,,0,,,,25261.2416439768,1
2,07:37:00,07:37:00,363387,11,,0,,,,27601.1899813617,1
2,07:41:00,07:41:00,1360603,12,,0,,,,29423.2613862693,1
20,07:10:00,07:10:00,363327,0,,0,,,,21812.4500586889,1
20,07:17:00,07:17:00,363387,1,,0,,,,27601.1899813617,1
20,07:21:00,07:21:00,1360603,2,,0,,,,29423.2613862693,1
200,18:07:00,18:07:00,6918110,0,,0,,,,0,1
200,18:17:00,18:17:00,350007,1,,0,,,,6050.8424316489,1
200,18:24:00,18:24:00,350010,2,,0,,,,7960.82350254623,1
200,18:26:00,18:26:00,349823,3,,0,,,,9448.82376738893,1
200,18:31:00,18:31:00,350226,4,,0,,,,11770.0384428701,1
200,18:36:00,18:36:00,359439,5,,0,,,,13346.8892229532,1
200,18:50:00,18:50:00,351095,6,,0,,,,15004.0198881163,1
200,18:53:00,18:53:00,362196,7,,0,,,,16198.4690754111,1
200,18:55:00,18:55:00,358569,8,,0,,,,17053.4567723014,1
200,19:00:00,19:00:00,350074,9,,0,,,,18573.7341157026,0
200,19:05:00,19:05:00,2236550,10,,0,,,,20399.5550116648,1
200,19:06:00,19:06:00,362198,11,,0,,,,21203.8672781603,1
200,19:13:00,19:13:00,362200,12,,0,,,,24245.7001860174,1
201,19:27:00,19:27:00,6918110,0,,0,,,,0,1
201,19:37:00,19:37:00,350007,1,,0,,,,6050.8424316489,1
201,19:44:00,19:44:00,350010,2,,0,,,,7960.82350254623,1
201,19:46:00,19:46:00,349823,3,,0,,,,9448.82376738893,1
201,19:51:00,19:51:00,350226,4,,0,,,,11770.0384428701,1
201,19:56:00,19:56:00,359439,5,,0,,,,13346.8892229532,1
202,06:22:00,06:22:00,361744,0,,0,,,,3540.49614400029,1
202,06:26:00,06:26:00,361748,1,,0,,,,5532.99719833169,1
202,06:31:00,06:31:00,474742,2,,0,,,,10743.4544864516,1
202,06:35:00,06:35:00,474777,3,,0,,,,13627.0850640332,1
202,06:40:00,06:40:00,469731,4,,0,,,,15642.9818768831,1
203,07:00:00,07:00:00,362644,0,,0,,,,0,1
203,07:06:00,07:06:00,362209,1,,0,,,,1575.66462446512,1
203,07:11:00,07:11:00,361744,2,,0,,,,3540.49614400029,1
203,07:15:00,07:15:00,361748,3,,0,,,,5532.99719833169,1
203,07:20:00,07:20:00,2230420,4,,0,,,,8144.86579583017,1
203,07:26:00,07:26:00,2230689,5,,0,,,,9779.63378825125,1
203,07:29:00,07:29:00,474742,6,,0,,,,10743.4544864516,1
203,07:33:00,07:33:00,474777,7,,0,,,,13627.0850640332,1
203,07:38:00,07:38:00,469731,8,,0,,,,15642.9818768831,1
204,08:00:00,08:00:00,362644,0,,0,,,,0,1
204,08:06:00,08:06:00,362209,1,,0,,,,1575.66462446512,1
204,08:11:00,08:11:00,361744,2,,0,,,,3540.49614400029,1
204,08:15:00,08:15:00,361748,3,,0,,,,5532.99719833169,1
204,08:20:00,08:20:00,2230420,4,,0,,,,8144.86579583017,1
204,08:26:00,08:26:00,2230689,5,,0,,,,9779.63378825125,1
204,08:29:00,08:29:00,474742,6,,0,,,,10743.4544864516,1
204,08:33:00,08:33:00,474777,7,,0,,,,13627.0850640332,1
204,08:38:00,08:38:00,469731,8,,0,,,,15642.9818768831,1
205,09:00:00,09:00:00,362644,0,,0,,,,0,1
205,09:06:00,09:06:00,362209,1,,0,,,,1575.66462446512,1
205,09:11:00,09:11:00,361744,2,,0,,,,3540.49614400029,1
205,09:15:00,09:15:00,361748,3,,0,,,,5532.99719833169,1
205,09:20:00,09:20:00,2230420,4,,0,,,,8144.86579583017,1
205,09:26:00,09:26:00,2230689,5,,0,,,,9779.63378825125,1
205,09:29:00,09:29:00,474742,6,,0,,,,10743.4544864516,1
205,09:33:00,09:33:00,474777,7,,0,,,,13627.0850640332,1
205,09:38:00,09:38:00,469731,8,,0,,,,15642.9818768831,1
206,10:00:00,10:00:00,362644,0,,0,,,,0,1
206,10:06:00,10:06:00,362209,1,,0,,,,1575.66462446512,1
206,10:11:00,10:11:00,361744,2,,0,,,,3540.49614400029,1
206,10:15:00,10:15:00,361748,3,,0,,,,5532.99719833169,1
206,10:20:00,10:20:00,2230420,4,,0,,,,8144.86579583017,1
206,10:26:00,10:26:00,2230689,5,,0,,,,9779.63378825125,1
206,10:29:00,10:29:00,474742,6,,0,,,,10743.4544864516,1
206,10:33:00,10:33:00,474777,7,,0,,,,13627.0850640332,1
206,10:38:00,10:38:00,469731,8,,0,,,,15642.9818768831,1
207,11:00:00,11:00:00,362644,0,,0,,,,0,1
207,11:06:00,11:06:00,362209,1,,0,,,,1575.66462446512,1
207,11:11:00,11:11:00,361744,2,,0,,,,3540.49614400029,1
207,11:15:00,11:15:00,361748,3,,0,,,,5532.99719833169,1
207,11:20:00,11:20:00,2230420,4,,0,,,,8144.86579583017,1
207,11:26:00,11:26:00,2230689,5,,0,,,,9779.63378825125,1
207,11:29:00,11:29:00,474742,6,,0,,,,10743.4544864516,1
207,11:33:00,11:33:00,474777,7,,0,,,,13627.0850640332,1
207,11:38:00,11:38:00,469731,8,,0,,,,15642.9818768831,1
208,12:00:00,12:00:00,362644,0,,0,,,,0,1
208,12:06:00,12:06:00,362209,1,,0,,,,1575.66462446512,1
208,12:11:00,12:11:00,361744,2,,0,,,,3540.49614400029,1
208,12:15:00,12:15:00,361748,3,,0,,,,5532.99719833169,1
208,12:20:00,12:20:00,2230420,4,,0,,,,8144.86579583017,1
208,12:26:00,12:26:00,2230689,5,,0,,,,9779.63378825125,1
208,12:29:00,12:29:00,474742,6,,0,,,,10743.4544864516,1
208,12:33:00,12:33:00,474777,7,,0,,,,13627.0850640332,1
208,12:38:00,12:38:00,469731,8,,0,,,,15642.9818768831,1
209,13:00:00,13:00:00,362644,0,,0,,,,0,1
209,13:06:00,13:06:00,362209,1,,0,,,,1575.66462446512,1
209,13:11:00,13:11:00,361744,2,,0,,,,3540.49614400029,1
209,13:15:00,13:15:00,361748,3,,0,,,,5532.99719833169,1
209,13:20:00,13:20:00,2230420,4,,0,,,,8144.86579583017,1
209,13:26:00,13:26:00,2230689,5,,0,,,,9779.63378825125,1
209,13:29:00,13:29:00,474742,6,,0,,,,10743.4544864516,1
209,13:33:00,13:33:00,474777,7,,0,,,,13627.0850640332,1
209,13:38:00,13:38:00,469731,8,,0,,,,15642.9818768831,1
21,07:30:00,07:30:00,358424,0,,0,,,,8.41303031514162,1
21,07:34:00,07:34:00,359119,1,,0,,,,1186.59241786596,1
21,07:41:00,07:41:00,475000,2,,0,,,,4521.10176333914,1
21,07:47:00,07:47:00,1355358,3,,0,,,,7768.80220891487,1
21,07:56:00,07:56:00,349823,4,,0,,,,10182.4846050251,1
21,08:01:00,08:01:00,350125,5,,0,,,,12678.3047182442,1
21,08:07:00,08:07:00,475003,6,,0,,,,14604.4842193026,0
21,08:15:00,08:15:00,474874,7,,0,,,,18099.200723863,1
21,08:19:00,08:19:00,351095,8,,0,,,,19186.1391351399,1
21,08:26:00,08:26:00,363327,9,,0,,,,21812.4500586889,1
21,08:33:00,08:33:00,359551,10,,0,,,,25261.2416439768,1
21,08:37:00,08:37:00,363387,11,,0,,,,27601.1899813617,1
21,08:41:00,08:41:00,1360603,12,,0,,,,29423.2613862693,1
210,14:00:00,14:00:00,362644,0,,0,,,,0,1
210,14:06:00,14:06:00,362209,1,,0,,,,1575.66462446512,1
210,14:11:00,14:11:00,361744,2,,0,,,,3540.49614400029,1
210,14:15:00,14:15:00,361748,3,,0,,,,5532.99719833169,1
210,14:20:00,14:20:00,2230420,4,,0,,,,8144.86579583017,1
210,14:26:00,14:26:00,2230689,5,,0,,,,9779.63378825125,1
210,14:29:00,14:29:00,474742,6,,0,,,,10743.4544864516,1
210,14:33:00,14:33:00,474777,7,,0,,,,13627.0850640332,1
210,14:38:00,14:38:00,469731,8,,0,,,,15642.9818768831,1
211,15:00:00,15:00:00,362644,0,,0,,,,0,1
211,15:06:00,15:06:00,362209,1,,0,,,,1575.66462446512,1
211,15:11:00,15:11:00,361744,2,,0,,,,3540.49614400029,1
211,15:15:00,15:15:00,361748,3,,0,,,,5532.99719833169,1
211,15:20:00,15:20:00,2230420,4,,0,,,,8144.86579583017,1
211,15:26:00,15:26:00,2230689,5,,0,,,,9779.63378825125,1
211,15:29:00,15:29:00,474742,6,,0,,,,10743.4544864516,1
211,15:33:00,15:33:00,474777,7,,0,,,,13627.0850640332,1
211,15:38:00,15:38:00,469731,8,,0,,,,15642.9818768831,1
212,16:00:00,16:00:00,362644,0,,0,,,,0,1
212,16:06:00,16:06:00,362209,1,,0,,,,1575.66462446512,1
212,16:11:00,16:11:00,361744,2,,0,,,,3540.49614400029,1
212,16:15:00,16:15:00,361748,3,,0,,,,5532.99719833169,1
212,16:20:00,16:20:00,2230420,4,,0,,,,8144.86579583017,1
212,16:26:00,16:26:00,2230689,5,,0,,,,9779.63378825125,1
212,16:29:00,16:29:00,474742,6,,0,,,,10743.4544864516,1
212,16:33:00,16:33:00,474777,7,,0,,,,13627.0850640332,1
212,16:38:00,16:38:00,469731,8,,0,,,,15642.9818768831,1
213,17:00:00,17:00:00,362644,0,,0,,,,0,1
213,17:06:00,17:06:00,362209,1,,0,,,,1575.66462446512,1
213,17:11:00,17:11:00,361744,2,,0,,,,3540.49614400029,1
213,17:15:00,17:15:00,361748,3,,0,,,,5532.99719833169,1
213,17:20:00,17:20:00,2230420,4,,0,,,,8144.86579583017,1
213,17:26:00,17:26:00,2230689,5,,0,,,,9779.63378825125,1
213,17:29:00,17:29:00,474742,6,,0,,,,10743.4544864516,1
213,17:33:00,17:33:00,474777,7,,0,,,,13627.0850640332,1
213,17:38:00,17:38:00,469731,8,,0,,,,15642.9818768831,1
214,18:00:00,18:00:00,362644,0,,0,,,,0,1
214,18:06:00,18:06:00,362209,1,,0,,,,1575.66462446512,1
214,18:11:00,18:11:00,361744,2,,0,,,,3540.49614400029,1
214,18:15:00,18:15:00,361748,3,,0,,,,5532.99719833169,1
214,18:20:00,18:20:00,474742,4,,0,,,,10743.4544864516,1
214,18:24:00,18:24:00,474777,5,,0,,,,13627.0850640332,1
215,06:18:00,06:18:00,361738,0,,0,,,,6786.8524858038,1
215,06:23:00,06:23:00,1360600,1,,0,,,,9383.27792366366,1
215,06:30:00,06:30:00,362600,2,,0,,,,12636.8520968247,1
216,06:50:00,06:50:00,469731,0,,0,,,,1603.86037667292,1
216,06:55:00,06:55:00,363230,1,,0,,,,3386.24741389218,1
216,07:03:00,07:03:00,361738,2,,0,,,,6786.8524858038,1
216,07:08:00,07:08:00,1360600,3,,0,,,,9383.27792366366,1
216,07:15:00,07:15:00,362600,4,,0,,,,12636.8520968247,1
216,07:22:00,07:22:00,362209,5,,0,,,,14515.5925393391,1
217,07:40:00,07:40:00,362644,0,,0,,,,0,1
217,07:46:00,07:46:00,469731,1,,0,,,,1603.86037667292,1
217,07:51:00,07:51:00,363230,2,,0,,,,3386.24741389218,1
217,07:59:00,07:59:00,361738,3,,0,,,,6786.8524858038,1
217,08:04:00,08:04:00,1360600,4,,0,,,,9383.27792366366,1
217,08:11:00,08:11:00,362600,5,,0,,,,12636.8520968247,1
217,08:18:00,08:18:00,362209,6,,0,,,,14515.5925393391,1
218,08:40:00,08:40:00,362644,0,,0,,,,0,1
218,08:46:00,08:46:00,469731,1,,0,,,,1603.86037667292,1
218,08:51:00,08:51:00,363230,2,,0,,,,3386.24741389218,1
218,08:59:00,08:59:00,361738,3,,0,,,,6786.8524858038,1
218,09:04:00,09:04:00,1360600,4,,0,,,,9383.27792366366,1
218,09:11:00,09:11:00,362600,5,,0,,,,12636.8520968247,1
218,09:18:00,09:18:00,362209,6,,0,,,,14515.5925393391,1
219,09:40:00,09:40:00,362644,0,,0,,,,0,1
219,09:46:00,09:46:00,469731,1,,0,,,,1603.86037667292,1
219,09:51:00,09:51:00,363230,2,,0,,,,3386.24741389218,1
219,09:59:00,09:59:00,361738,3,,0,,,,6786.8524858038,1
219,10:04:00,10:04:00,1360600,4,,0,,,,9383.27792366366,1
219,10:11:00,10:11:00,362600,5,,0,,,,12636.8520968247,1
219,10:18:00,10:18:00,362209,6,,0,,,,14515.5925393391,1
22,09:00:00,09:00:00,358424,0,,0,,,,8.41303031514162,1
22,09:04:00,09:04:00,359119,1,,0,,,,1186.59241786596,1
22,09:11:00,09:11:00,475000,2,,0,,,,4521.10176333914,1
22,09:17:00,09:17:00,1355358,3,,0,,,,7768.80220891487,1
22,09:26:00,09:26:00,349823,4,,0,,,,10182.4846050251,1
22,09:31:00,09:31:00,350125,5,,0,,,,12678.3047182442,1
22,09:37:00,09:37:00,475003,6,,0,,,,14604.4842193026,0
22,09:45:00,09:45:00,474874,7,,0,,,,18099.200723863,1
22,09:49:00,09:49:00,351095,8,,0,,,,19186.1391351399,1
22,09:56:00,09:56:00,363327,9,,0,,,,21812.4500586889,1
22,10:03:00,10:03:00,359551,10,,0,,,,25261.2416439768,1
22,10:07:00,10:07:00,363387,11,,0,,,,27601.1899813617,1
22,10:11:00,10:11:00,1360603,12,,0,,,,29423.2613862693,1
220,10:40:00,10:40:00,362644,0,,0,,,,0,1
220,10:46:00,10:46:00,469731,1,,0,,,,1603.86037667292,1
220,10:51:00,10:51:00,363230,2,,0,,,,3386.24741389218,1
220,10:59:00,10:59:00,361738,3,,0,,,,6786.8524858038,1
220,11:04:00,11:04:00,1360600,4,,0,,,,9383.27792366366,1
220,11:11:00,11:11:00,362600,5,,0,,,,12636.8520968247,1
220,11:18:00,11:18:00,362209,6,,0,,,,14515.5925393391,1
221,11:40:00,11:40:00,362644,0,,0,,,,0,1
221,11:46:00,11:46:00,469731,1,,0,,,,1603.86037667292,1
221,11:51:00,11:51:00,363230,2,,0,,,,3386.24741389218,1
221,11:59:00,11:59:00,361738,3,,0,,,,6786.8524858038,1
221,12:04:00,12:04:00,1360600,4,,0,,,,9383.27792366366,1
221,12:11:00,12:11:00,362600,5,,0,,,,12636.8520968247,1
221,12:18:00,12:18:00,362209,6,,0,,,,14515.5925393391,1
222,12:40:00,12:40:00,362644,0,,0,,,,0,1
222,12:46:00,12:46:00,469731,1,,0,,,,1603.86037667292,1
222,12:51:00,12:51:00,363230,2,,0,,,,3386.24741389218,1
222,12:59:00,12:59:00,361738,3,,0,,,,6786.8524858038,1
222,13:04:00,13:04:00,1360600,4,,0,,,,9383.27792366366,1
222,13:11:00,13:11:00,362600,5,,0,,,,12636.8520968247,1
222,13:18:00,13:18:00,362209,6,,0,,,,14515.5925393391,1
223,13:40:00,13:40:00,362644,0,,0,,,,0,1
223,13:46:00,13:46:00,469731,1,,0,,,,1603.86037667292,1
223,13:51:00,13:51:00,363230,2,,0,,,,3386.24741389218,1
223,13:59:00,13:59:00,361738,3,,0,,,,6786.8524858038,1
223,14:04:00,14:04:00,1360600,4,,0,,,,9383.27792366366,1
223,14:11:00,14:11:00,362600,5,,0,,,,12636.8520968247,1
223,14:18:00,14:18:00,362209,6,,0,,,,14515.5925393391,1
224,14:40:00,14:40:00,362644,0,,0,,,,0,1
224,14:46:00,14:46:00,469731,1,,0,,,,1603.86037667292,1
224,14:51:00,14:51:00,363230,2,,0,,,,3386.24741389218,1
224,14:59:00,14:59:00,361738,3,,0,,,,6786.8524858038,1
224,15:04:00,15:04:00,1360600,4,,0,,,,9383.27792366366,1
224,15:11:00,15:11:00,362600,5,,0,,,,12636.8520968247,1
224,15:18:00,15:18:00,362209,6,,0,,,,14515.5925393391,1
225,15:40:00,15:40:00,362644,0,,0,,,,0,1
225,15:46:00,15:46:00,469731,1,,0,,,,1603.86037667292,1
225,15:51:00,15:51:00,363230,2,,0,,,,3386.24741389218,1
225,15:59:00,15:59:00,361738,3,,0,,,,6786.8524858038,1
225,16:04:00,16:04:00,1360600,4,,0,,,,9383.27792366366,1
225,16:11:00,16:11:00,362600,5,,0,,,,12636.8520968247,1
225,16:18:00,16:18:00,362209,6,,0,,,,14515.5925393391,1
226,16:40:00,16:40:00,362644,0,,0,,,,0,1
226,16:46:00,16:46:00,469731,1,,0,,,,1603.86037667292,1
226,16:51:00,16:51:00,363230,2,,0,,,,3386.24741389218,1
226,16:59:00,16:59:00,361738,3,,0,,,,6786.8524858038,1
226,17:04:00,17:04:00,1360600,4,,0,,,,9383.27792366366,1
226,17:11:00,17:11:00,362600,5,,0,,,,12636.8520968247,1
226,17:18:00,17:18:00,362209,6,,0,,,,14515.5925393391,1
227,17:40:00,17:40:00,362644,0,,0,,,,0,1
227,17:46:00,17:46:00,469731,1,,0,,,,1603.86037667292,1
227,17:51:00,17:51:00,363230,2,,0,,,,3386.24741389218,1
227,17:59:00,17:59:00,361738,3,,0,,,,6786.8524858038,1
227,18:04:00,18:04:00,1360600,4,,0,,,,9383.27792366366,1
227,18:11:00,18:11:00,362600,5,,0,,,,12636.8520968247,1
227,18:18:00,18:18:00,362209,6,,0,,,,14515.5925393391,1
228,18:40:00,18:40:00,362644,0,,0,,,,0,1
228,18:46:00,18:46:00,469731,1,,0,,,,1603.86037667292,1
228,18:51:00,18:51:00,363230,2,,0,,,,3386.24741389218,1
228,18:59:00,18:59:00,361738,3,,0,,,,6786.8524858038,1
228,19:04:00,19:04:00,1360600,4,,0,,,,9383.27792366366,1
229,06:04:00,06:04:00,8068151,0,,0,,,,68203.6799024622,1
229,06:09:00,06:09:00,5772516,1,,0,,,,69656.9939454032,1
229,06:12:00,06:12:00,366771,2,,0,,,,70778.7257814047,1
229,06:15:00,06:15:00,366777,3,,0,,,,72036.2732566352,1
229,06:17:00,06:17:00,474844,4,,0,,,,72512.7466734484,1
229,06:27:00,06:27:00,2234865,5,,0,,,,75540.4714321874,1
229,06:41:00,06:41:00,383575,6,,0,,,,92843.6562853002,1
23,10:30:00,10:30:00,358424,0,,0,,,,8.41303031514162,1
23,10:34:00,10:34:00,359119,1,,0,,,,1186.59241786596,1
23,10:41:00,10:41:00,475000,2,,0,,,,4521.10176333914,1
23,10:47:00,10:47:00,1355358,3,,0,,,,7768.80220891487,1
23,10:56:00,10:56:00,349823,4,,0,,,,10182.4846050251,1
23,11:01:00,11:01:00,350125,5,,0,,,,12678.3047182442,1
23,11:07:00,11:07:00,475003,6,,0,,,,14604.4842193026,0
23,11:15:00,11:15:00,474874,7,,0,,,,18099.200723863,1
23,11:19:00,11:19:00,351095,8,,0,,,,19186.1391351399,1
23,11:26:00,11:26:00,363327,9,,0,,,,21812.4500586889,1
23,11:33:00,11:33:00,359551,10,,0,,,,25261.2416439768,1
23,11:37:00,11:37:00,363387,11,,0,,,,27601.1899813617,1
23,11:41:00,11:41:00,1360603,12,,0,,,,29423.2613862693,1
230,08:00:00,08:00:00,351095,0,,0,,,,0,1
230,08:33:00,08:33:00,367197,1,,0,,,,39348.8835499648,1
230,08:49:00,08:49:00,2234864,2,,0,,,,56619.6265117934,1
230,08:57:00,08:57:00,474862,3,,0,,,,59735.0014952588,1
230,08:59:00,08:59:00,1361925,4,,0,,,,60230.6402751387,1
230,09:03:00,09:03:00,366057,5,,0,,,,61700.4673008421,1
230,09:09:00,09:09:00,366060,6,,0,,,,66083.7910065241,1
230,09:34:00,09:34:00,8068151,7,,0,,,,68203.6799024622,1
230,09:39:00,09:39:00,5772516,8,,0,,,,69656.9939454032,1
230,09:42:00,09:42:00,366771,9,,0,,,,70778.7257814047,1
230,09:45:00,09:45:00,366777,10,,0,,,,72036.2732566352,1
230,09:47:00,09:47:00,474844,11,,0,,,,72512.7466734484,1
