stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
474742,,"Buhach Rd @ Castlewood Ave (southbound)","",37.359234,-120.57670000000002,,,0,,,0,,
474743,,"Buhach Rd @ Avenue One (southbound)","",37.342449,-120.57703300000004,,,0,,,0,,
474747,,"Broadway @ Capitol St (westbound)","",37.34285,-120.59777099999997,,,0,,,0,,
474748,,"Broadway @ Castle St (westbound)","",37.344369,-120.601881,,,0,,,0,,
474750,,"Buhach Rd @ Garden (southbound)","",37.355678,-120.57670000000002,,,0,,,0,,
474753,,"Winton Way @ Gertrude Ave (northbound)","",37.374736,-120.613586,,,0,,,0,,
474754,,"Winton Way @ Crawfort St (northbound)","",37.383841,-120.613468,,,0,,,0,,
474755,,"Winton Way @ Myrtle Ave (northbound)","",37.392408,-120.613317,,,0,,,0,,
474756,,"Park Ave @ Winton Way (westbound)","",37.38708,-120.61334399999998,,,0,,,0,,
474757,,"Winton Way @ Crawfort St (southbound)","",37.384182,-120.613607,,,0,,,0,,
474758,,"Winton Way @ Gertrude Ave (southbound)","",37.375128,-120.61372,,,0,,,0,,
474772,,"Buhach Rd @ Juniper Ave/ Buhach High (northbound)","",37.350561,-120.57664599999998,,,0,,,0,,
474774,,"Buhach Rd @ Juniper Ave/ Buhach High (southbound)","",37.350561,-120.576866,,,0,,,0,,
474775,,"Juniper Ave @ Bridgewater St (westbound)","",37.349785,-120.585213,,,0,,,0,,
474776,,"Juniper Ave @ Almador Ter (westbound)","",37.349844,-120.590395,,,0,,,0,,
474777,,"Anberry Outpatient center (southbound)","",37.348898,-120.595931,,,0,,,0,,
474789,,"Main St @ B St (southbound)","",37.386126,-120.723315,,,0,,,0,,
474793,,"Walnut Ave @ Dwight Way (westbound)","",37.389608,-120.704765,,,0,,,0,,
474794,,"Walnut Ave @ Hammatt Ave (westbound)","",37.389557,-120.712495,,,0,,,0,,
474795,,"Walnut Ave @ Celia Dr (westbound)","",37.389568,-120.718152,,,0,,,0,,
474796,,"Walnut Ave @ Francis St (eastbound)","",37.389493,-120.718103,,,0,,,0,,
474797,,"Walnut Ave @ Hammatt Ave (eastbound)","",37.389518,-120.7125,,,0,,,0,,
474798,,"Walnut Ave @ Dwight Way (eastbound)","",37.389523,-120.704749,,,0,,,0,,
474799,,"Walnut Ave @ Barbera Ave (westbound)","",37.389395,-120.628906,,,0,,,0,,
474800,,"Walnut Ave @ Barbera Ave (eastbound)","",37.389335,-120.628649,,,0,,,0,,
474801,,"Dan Ward Rd @ Beachwood Dr (westbound)","",37.331778,-120.528302,,,0,,,0,,
474802,,"Dan Ward Rd @ Franklin Rd (westbound)","",37.331697,-120.540544,,,0,,,0,,
474803,,"Dan Ward Rd @ Franklin Rd (eastbound)","",37.331637,-120.54064,,,0,,,0,,
474804,,"Dan Ward Rd @ Beachwood Dr (eastbound)","",37.331718,-120.528302,,,0,,,0,,
474844,,"Los Banos Community Center (Eastbound)","",37.06231,-120.845168,,,0,,,0,,
474862,,"F St @ 4th St/County Offices (westbound)","",37.064916,-120.848107,,,0,,,0,,
